payload_id,site,endpoint,side,best_fit_version,rule,severity,path,section
p000057,thrillist.com,ads.trustx.org,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000058,thrillist.com,ads.trustx.org,request,2.6-202606,openrtb.field.undefined,error,imp[0].source,3.2.4
p000058,thrillist.com,ads.trustx.org,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000059,buzzfeed.com,ads.trustx.org,request,2.6-202606,openrtb.field.undefined,error,imp[0].source,3.2.4
p000059,buzzfeed.com,ads.trustx.org,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000060,nbcnews.com,ads.trustx.org,response,2.6-202606,openrtb.field.undefined,error,seatbid[0].bid[0].auid,4.2.3
p000060,nbcnews.com,ads.trustx.org,response,2.6-202606,openrtb.field.undefined,error,seatbid[0].bid[0].content_type,4.2.3
p000061,abcnews.go.com,ads.trustx.org,response,2.6-202606,openrtb.field.undefined,error,seatbid[0].bid[0].auid,4.2.3
p000061,abcnews.go.com,ads.trustx.org,response,2.6-202606,openrtb.field.undefined,error,seatbid[0].bid[0].content_type,4.2.3
p000061,abcnews.go.com,ads.trustx.org,response,2.6-202606,openrtb.field.undefined,error,seatbid[1].bid[0].auid,4.2.3
p000061,abcnews.go.com,ads.trustx.org,response,2.6-202606,openrtb.field.undefined,error,seatbid[1].bid[0].content_type,4.2.3
p000061,abcnews.go.com,ads.trustx.org,response,2.6-202606,openrtb.field.undefined,error,seatbid[1].bid[1].auid,4.2.3
p000061,abcnews.go.com,ads.trustx.org,response,2.6-202606,openrtb.field.undefined,error,seatbid[1].bid[1].content_type,4.2.3
p000062,eonline.com,ads.trustx.org,response,2.6-202606,openrtb.field.undefined,error,seatbid[0].bid[0].auid,4.2.3
p000062,eonline.com,ads.trustx.org,response,2.6-202606,openrtb.field.undefined,error,seatbid[0].bid[0].content_type,4.2.3
p000063,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.undefined,error,auctionId,3.2.1
p000063,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000063,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[1].video.placement,Section 3.2.7
p000063,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[2].video.placement,Section 3.2.7
p000063,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[3].video.placement,Section 3.2.7
p000063,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[4].video.placement,Section 3.2.7
p000063,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.undefined,error,schain,3.2.1
p000064,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.undefined,error,auctionId,3.2.1
p000064,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000064,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[1].video.placement,Section 3.2.7
p000064,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[2].video.placement,Section 3.2.7
p000064,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[3].video.placement,Section 3.2.7
p000064,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[4].video.placement,Section 3.2.7
p000064,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.undefined,error,schain,3.2.1
p000065,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.undefined,error,auctionId,3.2.1
p000065,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000065,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[1].video.placement,Section 3.2.7
p000065,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[2].video.placement,Section 3.2.7
p000065,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[3].video.placement,Section 3.2.7
p000065,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[4].video.placement,Section 3.2.7
p000065,goal.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.undefined,error,schain,3.2.1
p000066,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.undefined,error,auctionId,3.2.1
p000066,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000066,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.undefined,error,schain,3.2.1
p000067,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.undefined,error,auctionId,3.2.1
p000067,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000067,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[1].video.placement,Section 3.2.7
p000067,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[2].video.placement,Section 3.2.7
p000067,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[3].video.placement,Section 3.2.7
p000067,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[4].video.placement,Section 3.2.7
p000068,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.undefined,error,auctionId,3.2.1
p000068,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000068,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.undefined,error,schain,3.2.1
p000069,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.undefined,error,auctionId,3.2.1
p000069,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000069,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[1].video.placement,Section 3.2.7
p000069,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[2].video.placement,Section 3.2.7
p000069,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[3].video.placement,Section 3.2.7
p000069,unilad.com,ads.yieldmo.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[4].video.placement,Section 3.2.7
p000070,ladbible.com,adx.adform.net,request,2.6-202606,openrtb.type.mismatch,error,imp[0].id,3.2.4
p000070,ladbible.com,adx.adform.net,request,2.6-202606,openrtb.type.mismatch,error,imp[0].tagid,3.2.4
p000070,ladbible.com,adx.adform.net,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.context,3.2.7
p000070,ladbible.com,adx.adform.net,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000070,ladbible.com,adx.adform.net,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.playerSize,3.2.7
p000071,ladbible.com,adx.adform.net,request,2.6-202606,openrtb.type.mismatch,error,imp[0].id,3.2.4
p000071,ladbible.com,adx.adform.net,request,2.6-202606,openrtb.type.mismatch,error,imp[0].tagid,3.2.4
p000071,ladbible.com,adx.adform.net,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.context,3.2.7
p000071,ladbible.com,adx.adform.net,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000071,ladbible.com,adx.adform.net,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.playerSize,3.2.7
p000072,unilad.com,adx.adform.net,request,2.6-202606,openrtb.type.mismatch,error,imp[0].id,3.2.4
p000072,unilad.com,adx.adform.net,request,2.6-202606,openrtb.type.mismatch,error,imp[0].tagid,3.2.4
p000072,unilad.com,adx.adform.net,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.context,3.2.7
p000072,unilad.com,adx.adform.net,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000072,unilad.com,adx.adform.net,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.playerSize,3.2.7
p000073,unilad.com,adx.adform.net,request,2.6-202606,openrtb.type.mismatch,error,imp[0].id,3.2.4
p000073,unilad.com,adx.adform.net,request,2.6-202606,openrtb.type.mismatch,error,imp[0].tagid,3.2.4
p000073,unilad.com,adx.adform.net,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.context,3.2.7
p000073,unilad.com,adx.adform.net,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000073,unilad.com,adx.adform.net,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.playerSize,3.2.7
p000075,thedailybeast.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000075,thedailybeast.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[1].adunitcode,3.2.4
p000075,thedailybeast.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[2].adunitcode,3.2.4
p000075,thedailybeast.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[3].adunitcode,3.2.4
p000075,thedailybeast.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[4].adunitcode,3.2.4
p000075,thedailybeast.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[5].adunitcode,3.2.4
p000076,thedailybeast.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000076,thedailybeast.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[1].adunitcode,3.2.4
p000076,thedailybeast.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[2].adunitcode,3.2.4
p000077,sportingnews.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000078,boredpanda.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000078,boredpanda.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[1].adunitcode,3.2.4
p000078,boredpanda.com,ap.lijit.com,request,2.6-202606,openrtb.field.moved,error,regs.ext.gdpr,Section 3.2.3
p000079,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000079,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[1].adunitcode,3.2.4
p000079,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[2].adunitcode,3.2.4
p000079,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[3].adunitcode,3.2.4
p000079,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[4].adunitcode,3.2.4
p000079,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[5].adunitcode,3.2.4
p000079,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[6].adunitcode,3.2.4
p000079,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[7].adunitcode,3.2.4
p000079,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[8].adunitcode,3.2.4
p000079,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[9].adunitcode,3.2.4
p000079,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.moved,error,regs.ext.gdpr,Section 3.2.3
p000080,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000080,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[1].adunitcode,3.2.4
p000080,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[2].adunitcode,3.2.4
p000080,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[3].adunitcode,3.2.4
p000080,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[4].adunitcode,3.2.4
p000080,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[5].adunitcode,3.2.4
p000080,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[6].adunitcode,3.2.4
p000080,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[7].adunitcode,3.2.4
p000080,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[8].adunitcode,3.2.4
p000080,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[9].adunitcode,3.2.4
p000080,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.moved,error,regs.ext.gdpr,Section 3.2.3
p000081,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000082,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000083,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000084,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000085,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000086,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000087,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000088,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000089,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000090,ladbible.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000091,unilad.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000091,unilad.com,ap.lijit.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000092,unilad.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000092,unilad.com,ap.lijit.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000093,unilad.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000094,unilad.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000095,unilad.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000096,unilad.com,ap.lijit.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].adunitcode,3.2.4
p000134,usatoday.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000134,usatoday.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000135,slate.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000135,slate.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000136,slate.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000136,slate.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000137,slate.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000137,slate.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000138,slate.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000138,slate.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000139,cbssports.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000139,cbssports.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000140,weather.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000140,weather.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000141,weather.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000141,weather.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000142,wunderground.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000142,wunderground.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000143,wunderground.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000143,wunderground.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000144,wunderground.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000144,wunderground.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000145,wunderground.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000145,wunderground.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000146,wunderground.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000146,wunderground.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000147,wunderground.com,bid.contextweb.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000147,wunderground.com,bid.contextweb.com,request,2.6-202606,openrtb.value.invalid,error,imp[0].video.skip,3.2.7
p000148,boredpanda.com,bid.sparteo.com,request,2.6-202606,openrtb.field.moved,error,regs.ext.gdpr,Section 3.2.3
p000163,boredpanda.com,bid.sparteo.com,response,2.6-202606,openrtb.response.seatbid_or_nbr.required,error,seatbid,4.2.1
p000164,ladbible.com,bid.sparteo.com,response,2.6-202606,openrtb.bid.mtype_missing,warning,seatbid[0].bid[0].mtype,4.2.3
p000165,ladbible.com,bid.sparteo.com,response,2.6-202606,openrtb.response.seatbid_or_nbr.required,error,seatbid,4.2.1
p000166,ladbible.com,bid.sparteo.com,response,2.6-202606,openrtb.bid.mtype_missing,warning,seatbid[0].bid[0].mtype,4.2.3
p000167,ladbible.com,bid.sparteo.com,response,2.6-202606,openrtb.response.seatbid_or_nbr.required,error,seatbid,4.2.1
p000168,ladbible.com,bid.sparteo.com,response,2.6-202606,openrtb.response.seatbid_or_nbr.required,error,seatbid,4.2.1
p000169,ladbible.com,bid.sparteo.com,response,2.6-202606,openrtb.response.seatbid_or_nbr.required,error,seatbid,4.2.1
p000170,ladbible.com,bid.sparteo.com,response,2.6-202606,openrtb.response.seatbid_or_nbr.required,error,seatbid,4.2.1
p000171,ladbible.com,bid.sparteo.com,response,2.6-202606,openrtb.response.seatbid_or_nbr.required,error,seatbid,4.2.1
p000172,ladbible.com,bid.sparteo.com,response,2.6-202606,openrtb.response.seatbid_or_nbr.required,error,seatbid,4.2.1
p000173,ladbible.com,bid.sparteo.com,response,2.6-202606,openrtb.bid.mtype_missing,warning,seatbid[0].bid[0].mtype,4.2.3
p000174,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000175,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000176,vox.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000177,vox.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000178,theverge.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000179,theverge.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000180,theverge.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000181,theverge.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000182,vox.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000183,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000184,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000185,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000186,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000186,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.topframe,3.2.7
p000186,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000187,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000188,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000188,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.topframe,3.2.7
p000188,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000189,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000190,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000190,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.topframe,3.2.7
p000190,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000191,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000192,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000193,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000194,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000195,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000196,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000196,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.topframe,3.2.7
p000196,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000197,vox.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000198,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000198,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.topframe,3.2.7
p000198,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000199,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000199,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.topframe,3.2.7
p000199,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000200,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000200,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.topframe,3.2.7
p000200,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000201,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.deprecated,warning,imp[0].video.placement,Section 3.2.7
p000201,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.field.undefined,error,imp[0].video.topframe,3.2.7
p000201,salon.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
p000202,theverge.com,btlr.sharethrough.com,request,2.6-202606,openrtb.type.mismatch,error,site.ref,3.2.13
